Tarih,PM10,SO2,NO2,O3
2020/3/20,17.6024,4.749948000000002,24.37037,18.02935
2020/3/20,17.6024,4.919892,29.93585,14.06371
2020/3/20,17.6024,4.823836,31.62449,14.67421
2020/3/19,17.6024,4.821989,34.46595,13.70324
2020/3/19,17.6024,4.920631,33.82553,16.135070000000002
2020/3/19,17.6024,5.011883999999999,35.022240000000004,17.71019
2020/3/19,17.6024,4.792803,37.118,19.863870000000002
2020/3/19,17.6024,4.885164,30.43608,28.1353
2020/3/19,17.6024,4.88812,30.677259999999997,27.08067
2020/3/19,17.6024,4.904006,28.404940000000003,28.97792
2020/3/19,17.6024,4.7939110000000005,25.71305,31.19558
2020/3/19,17.6024,4.944275,23.962139999999998,31.92308
2020/3/19,17.6024,5.4131,26.581329999999998,30.62833
2020/3/19,17.6024,6.213686,24.35385,32.46967
2020/3/19,17.6024,5.976133,24.592029999999998,32.65425
2020/3/19,17.6024,5.4223360000000005,26.808809999999998,30.977420000000002
2020/3/19,17.6024,5.1471,31.79583,25.98808
2020/3/19,17.6024,5.170006,38.594229999999996,14.27644
2020/3/19,17.6024,5.1722220000000005,44.49674,7.497075
2020/3/19,17.6024,4.8563480000000006,27.45188,16.175810000000002
2020/3/19,17.6024,4.620272,24.060470000000002,17.93573
2020/3/19,17.6024,4.609559,23.97306,17.706129999999995
2020/3/19,17.6024,4.709678,23.09939,17.97261
2020/3/19,17.6024,4.652414,23.90171,18.30312
2020/3/19,17.6024,4.746253,26.943170000000002,16.88435
2020/3/19,17.6024,4.677536,30.37541,15.50694
2020/3/19,17.6024,4.7599230000000015,29.139409999999998,17.40467
2020/3/18,17.6024,4.953881,31.29757,16.84127
2020/3/18,17.6024,4.865953,36.060790000000004,16.20974
2020/3/18,17.6024,5.055848,39.90605,12.55839
2020/3/18,17.6024,5.237983,42.32712,10.62293
2020/3/18,17.6024,5.13417,37.81662,18.66146
2020/3/18,17.6024,5.151903,32.9922,23.78567
2020/3/18,17.6024,5.1378639999999995,28.85827,26.267329999999998
2020/3/18,17.6024,5.203994000000002,28.589879999999997,25.93092
2020/3/18,17.6024,5.055109,30.170090000000002,25.288420000000002
2020/3/18,17.6024,5.174809,26.97843,27.29
2020/3/18,17.6024,5.195867,26.674529999999997,27.26558
2020/3/18,17.6024,5.138603,28.90355,25.33933
2020/3/18,17.6024,5.090945,29.14095,26.07558
2020/3/18,17.6024,4.846373000000002,27.23801,26.626079999999998
2020/3/18,17.6024,4.6997029999999995,32.48675,17.62017
2020/3/18,17.6024,4.703767,30.09897,19.74155
2020/3/18,17.6024,4.685295,23.22899,25.19625
2020/3/18,17.6024,4.761031,20.53172,27.33575
2020/3/18,17.6024,4.714111,21.26655,26.0535
2020/3/18,17.6024,4.67532,21.06428,25.76725
2020/3/18,17.6024,4.775069,22.412879999999998,25.008670000000002
2020/3/18,17.6024,4.745514,22.621229999999997,24.07937
2020/3/18,17.6024,4.8533919999999995,24.40314,24.69475
2020/3/18,17.6024,4.970505999999999,26.3838,23.86634
2020/3/17,17.6024,4.969028,28.66134000000001,21.5583
2020/3/17,17.6024,4.937256,29.65762,23.03394
2020/3/17,17.6024,5.017056,33.36466,19.994870000000002
2020/3/17,17.6024,5.150056,32.52774,22.34411
2020/3/17,17.6024,5.350294,31.60473,22.28428
2020/3/17,17.6024,5.344753,31.367829999999998,23.28076
2020/3/17,17.6024,5.3865,32.267140000000005,23.42323
2020/3/17,17.6024,5.563095,28.48273,26.79083
2020/3/17,17.6024,6.166767,29.73524,32.290079999999996
2020/3/17,17.6024,6.509981,30.81308,28.439
2020/3/17,17.6024,5.818011,29.42398,26.34433
2020/3/17,17.6024,5.559031,23.5931,30.33983
2020/3/17,17.6024,5.182567,23.12687,31.72542
2020/3/17,17.6024,4.8873809999999995,24.32355,31.54092
2020/3/17,17.6024,4.823836,27.02422,27.377670000000002
2020/3/17,17.6024,4.744775,32.9828,21.24136
2020/3/17,17.6024,4.555989,21.06711,26.79683
2020/3/17,17.6024,4.318067,20.78331,28.48392
2020/3/17,17.6024,3.783111,19.07229,28.68317
2020/3/17,17.6024,3.842222,19.45919,28.765420000000002
2020/3/17,17.6024,3.974483,19.946070000000002,28.66883
2020/3/17,17.6024,3.954164,19.19025,30.22925
2020/3/17,17.6024,4.1078529999999995,21.11257,29.04867
2020/3/17,17.6024,4.27632,23.115489999999998,29.2815
2020/3/16,17.6024,4.2641279999999995,25.01318,30.17742
2020/3/16,17.6024,4.306983,25.32299,29.10817
2020/3/16,17.6024,4.487272,28.55068,26.21375
2020/3/16,17.6024,4.363878,30.60939,26.11217000000001
2020/3/16,17.6024,4.504636,31.202740000000002,24.36883
2020/3/16,17.6024,4.495769999999999,31.083270000000002,23.782339999999998
2020/3/16,17.6024,4.5752,30.884109999999996,24.44235
2020/3/16,17.6024,4.655,26.39989000000001,28.071920000000002
2020/3/16,17.6024,4.674581,24.882839999999998,29.219170000000002
2020/3/16,17.6024,4.67532,24.48744,29.68617
2020/3/16,17.6024,4.749208,25.55595,29.16575
2020/3/16,17.6024,4.715219,26.61025,26.958579999999998
2020/3/16,17.6024,4.632095,27.73054,25.912110000000002
2020/3/16,17.6024,4.399714,30.30514,23.55932
2020/3/16,17.6024,4.387153,35.12066,18.1725
2020/3/16,17.6024,4.522,29.503,24.20588
2020/3/16,17.6024,4.513503,19.22581,31.99775
2020/3/16,17.6024,4.553033,18.534760000000002,32.29583
2020/3/16,17.6024,4.713003,18.15454,32.60008
2020/3/16,17.6024,4.760661,18.12171,34.142920000000004
2020/3/16,17.6024,4.7754389999999995,17.99825,34.859
2020/3/16,17.6024,4.8013,18.80256,34.61067
2020/3/16,17.6024,4.880362,20.77722,33.04708
2020/3/16,17.6024,4.902215,23.16224,30.584490000000002
2020/3/15,17.6024,4.930975,25.74869,29.98092
2020/3/15,17.6024,5.069148,30.65295,27.0381
2020/3/15,17.6024,5.149686,31.8382,29.38997
2020/3/15,17.6024,5.185522,39.64631,21.85756
2020/3/15,17.6024,5.073581,37.76818,24.19165
2020/3/15,17.6024,5.0709940000000016,35.62295,26.881059999999998
2020/3/15,17.6024,5.1142199999999995,28.66605,31.79919000000001
2020/3/15,17.6024,5.290444,25.662760000000002,33.74025
2020/3/15,17.6024,5.341059,25.73944,32.40687
2020/3/15,17.6024,5.412731,24.9252,33.00544
2020/3/15,17.6024,5.369875,24.76602,33.053909999999995
2020/3/15,17.6024,5.4408080000000005,25.70512,32.27982
2020/3/15,17.6024,5.278992,24.97116,32.21054
2020/3/15,17.6024,5.1338,25.91865,30.81542
2020/3/15,17.6024,5.097964,27.28756,28.229029999999998
2020/3/15,17.6024,4.932453,28.067909999999998,22.96409
2020/3/15,17.6024,5.0621279999999995,23.06524,21.95832
2020/3/15,17.6024,5.030725,22.13646,23.48829
2020/3/15,17.6024,4.959423,22.36049,22.48638
2020/3/15,17.6024,5.0410699999999995,22.922439999999998,22.29198
2020/3/15,17.6024,5.123086,21.52993,23.88266
2020/3/15,17.6024,5.089836,22.688570000000002,26.82407000000001
2020/3/15,17.6024,5.103136,25.88648,29.399340000000002
2020/3/15,17.6024,5.224314,28.33861,24.3613
2020/3/14,17.6024,5.361747,30.74598,26.572029999999998
2020/3/14,17.6024,5.6122309999999995,29.198040000000002,29.55456
2020/3/14,17.6024,5.707178,33.76279,23.65091
2020/3/14,17.6024,5.935494,37.78564,20.724220000000006
2020/3/14,17.6024,6.034136,40.89488,18.85699
2020/3/14,17.6024,6.002364,39.61567,18.85141
2020/3/14,17.6024,5.843133,39.16105,17.57876
